CHI	1.27	ah tu viens!
CHI	1.36	comment tu dis?
CHI	1.95	yyy yyy.
CHI	1.95	doudou doudou doudou!
CHI	1.95	yyy yyy yyy yyy yyy yyy.
CHI	1.95	yyy yyy.
CHI	1.95	maman maman maman maman maman!
CHI	1.95	doudou doudou.
CHI	1.95	yyy yyy.
CHI	1.95	yyy yyy yyy.
CHI	1.95	yyy yyy yyy yyy yyy.
CHI	1.95	yyy yyy yyy.
CHI	1.95	yyy yyy.
CHI	1.95	yyy yyy.
CHI	1.95	yyy yyy yyy yyy.
CHI	1.95	yyy yyy yyy yyy.
CHI	1.95	yyy yyy.
CHI	1.95	yyy yyy yyy yyy.
CHI	1.95	yyy yyy.
CHI	1.95	yyy yyy yyy.
CHI	1.95	yyy yyy.
CHI	1.95	yyy yyy.
CHI	2.04	hi han!
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy yyy.
CHI	2.04	yyy yyy yyy yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.04	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	bateau bateau!
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy yyy yyy.
CHI	2.11	veux boire!
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy yyy yyy.
CHI	2.11	yyy yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy yyy yyy.
CHI	2.11	yyy yyy yyy yyy.
CHI	2.11	doudou doudou!
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	nan nan!
CHI	2.11	pin pon!
CHI	2.11	x@pm nez!
CHI	2.11	x@pm pied!
CHI	2.11	yyy yyy.
CHI	2.11	boire boire!
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	didi yyy.
CHI	2.11	yyy boire!
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy.
CHI	2.11	yyy yyy yyy.
CHI	2.11	oh hisse!
CHI	2.11	oh hisse!
CHI	2.11	oh hisse!
CHI	2.11	non yyy yyy yyy.
CHI	2.11	là là!
CHI	2.11	yyy yyy.
CHI	2.16	oh hisse!
CHI	2.16	yyy yyy yyy.
