8;elle est là.;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;parties_du_discours_phrase_proportion_AUX_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
9;et le sac à main tu vas la la mettre dessus.;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;pronoms_phrase_proportion_pronoms_personnels_2e_personne_sentence;pronoms_phrase_repartition_pronoms_personnels_2e_personne_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence;connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence
8;non tu le mets là.;phonetique_phrase_frequence_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_2e_personne_sentence;pronoms_phrase_repartition_pronoms_personnels_2e_personne_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
9;et tu ça tu la mets là au fond par là.;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;pronoms_phrase_proportion_pronoms_personnels_2e_personne_sentence;pronoms_phrase_repartition_pronoms_personnels_2e_personne_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence;connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence
8;oui s'il te plaît.;phonetique_phrase_frequence_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_2e_personne_sentence;pronoms_phrase_repartition_pronoms_personnels_2e_personne_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
9;je te l'ai dit.;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;pronoms_phrase_proportion_pronoms_personnels_2e_personne_sentence;pronoms_phrase_repartition_pronoms_personnels_2e_personne_sentence;parties_du_discours_phrase_proportion_AUX_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
8;elle elle s'appelle Rose.;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;entites_nommees_phrase_proportion_autres_entites_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
9;et elle Elsa.;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;entites_nommees_phrase_proportion_autres_entites_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence;connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence
8;elle Etoile.;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;entites_nommees_phrase_proportion_autres_entites_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
8;et t- tu as choisi?;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;pronoms_phrase_proportion_pronoms_personnels_2e_personne_sentence;pronoms_phrase_repartition_pronoms_personnels_2e_personne_sentence;parties_du_discours_phrase_proportion_AUX_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence;connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence
8;tu dis.;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;pronoms_phrase_proportion_pronoms_personnels_2e_personne_sentence;pronoms_phrase_repartition_pronoms_personnels_2e_personne_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
8;et elle?;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence;connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence
8;elle s'appelle Rose.;phonetique_phrase_frequence_phonemes_moyenne_sentence;phonetique_phrase_frequence_phonemes_phrase_sentence;entites_nommees_phrase_proportion_autres_entites_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
8;je vais t'en faire un.;phonetique_phrase_frequence_phonemes_phrase_sentence;pronoms_phrase_proportion_pronoms_personnels_2e_personne_sentence;pronoms_phrase_repartition_pronoms_personnels_2e_personne_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
9;elle est glacée.;phonetique_phrase_frequence_phonemes_phrase_sentence;parties_du_discours_phrase_proportion_AUX_sentence;phonetique_phrase_diversite_phonemes_moyenne_sentence;pronoms_phrase_proportion_pronoms_personnels_3e_personne_sentence;structures_passives_phrase_proportion_structures_passives_sur_verbes_sentence;structures_passives_phrase_nombre_structures_passives_sentence;pronoms_phrase_proportion_pronoms_personnels_singuliers_sentence;parties_du_discours_phrase_proportion_PRON_sentence;pronoms_phrase_repartition_pronoms_personnels_singuliers_sentence
